"","city","year","weekofyear","week_start_date","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","ndvi_ne_prev","ndvi_nw_prev","ndvi_se_prev","ndvi_sw_prev","precipitation_amt_mm_prev","reanalysis_air_temp_k_prev","reanalysis_avg_temp_k_prev","reanalysis_dew_point_temp_k_prev","reanalysis_max_air_temp_k_prev","reanalysis_min_air_temp_k_prev","reanalysis_precip_amt_kg_per_m2_prev","reanalysis_relative_humidity_percent_prev","reanalysis_sat_precip_amt_mm_prev","reanalysis_specific_humidity_g_per_kg_prev","reanalysis_tdtr_k_prev","station_avg_temp_c_prev","station_diur_temp_rng_c_prev","station_max_temp_c_prev","station_min_temp_c_prev","station_precip_mm_prev","ndvi_ne_2_prev","ndvi_nw_2_prev","ndvi_se_2_prev","ndvi_sw_2_prev","precipitation_amt_mm_2_prev","reanalysis_air_temp_k_2_prev","reanalysis_avg_temp_k_2_prev","reanalysis_dew_point_temp_k_2_prev","reanalysis_max_air_temp_k_2_prev","reanalysis_min_air_temp_k_2_prev","reanalysis_precip_amt_kg_per_m2_2_prev","reanalysis_relative_humidity_percent_2_prev","reanalysis_sat_precip_amt_mm_2_prev","reanalysis_specific_humidity_g_per_kg_2_prev","reanalysis_tdtr_k_2_prev","station_avg_temp_c_2_prev","station_diur_temp_rng_c_2_prev","station_max_temp_c_2_prev","station_min_temp_c_2_prev","station_precip_mm_2_prev","total_cases"
"449","iq",2000,39,"2000-09-30",0.1756857,0.09948333,0.2257143,0.1827857,95.89,299.355714286,300.885714286,293.217142857,310.8,290,2.6,71.4628571429,95.89,14.7985714286,14.9428571429,27.15,12.175,34,20.5,57.9,0.3488143,0.2957167,0.4048429,0.2425714,97.55,297.435714286,298.514285714,292.707142857,310.2,288.3,3.2,77.4871428571,97.55,14.3385714286,11.3142857143,27.5333333333,12.5666666667,36,20.5,104.2,0.2846571,0.3097571,0.3878833,0.3281571,34.62,299.858571429,301.371428571,293.64,310.7,292.3,4.1,71.66,34.62,15.2271428571,13.8571428571,27.425,12.775,34.5,20.5,18.9,0
"450","iq",2000,40,"2000-10-07",0.33754,0.2769429,0.2775,0.25505,46.22,298.372857143,300.5,294.664285714,309.8,292.7,16.6,82.3714285714,46.22,16.1485714286,11.9714285714,26.7,11.675,34,20,63,0.1756857,0.09948333,0.2257143,0.1827857,95.89,299.355714286,300.885714286,293.217142857,310.8,290,2.6,71.4628571429,95.89,14.7985714286,14.9428571429,27.15,12.175,34,20.5,57.9,0.3488143,0.2957167,0.4048429,0.2425714,97.55,297.435714286,298.514285714,292.707142857,310.2,288.3,3.2,77.4871428571,97.55,14.3385714286,11.3142857143,27.5333333333,12.5666666667,36,20.5,104.2,0
"451","iq",2000,41,"2000-10-14",0.2235333,0.1339143,0.3498,0.1009167,31.1,298.474285714,300.285714286,294.592857143,309.2,291.9,21.9,81.5228571429,31.1,16.0714285714,13.4857142857,27.6571428571,11.3,34,21,3,0.33754,0.2769429,0.2775,0.25505,46.22,298.372857143,300.5,294.664285714,309.8,292.7,16.6,82.3714285714,46.22,16.1485714286,11.9714285714,26.7,11.675,34,20,63,0.1756857,0.09948333,0.2257143,0.1827857,95.89,299.355714286,300.885714286,293.217142857,310.8,290,2.6,71.4628571429,95.89,14.7985714286,14.9428571429,27.15,12.175,34,20.5,57.9,1
"452","iq",2000,42,"2000-10-21",0.2748,0.1870571,0.3739429,0.2794714,25.21,299.211428571,301.15,294.007142857,311.8,292.3,9.9,75.54,25.21,15.5285714286,14.9285714286,27.775,12.275,36,21,45.2,0.2235333,0.1339143,0.3498,0.1009167,31.1,298.474285714,300.285714286,294.592857143,309.2,291.9,21.9,81.5228571429,31.1,16.0714285714,13.4857142857,27.6571428571,11.3,34,21,3,0.33754,0.2769429,0.2775,0.25505,46.22,298.372857143,300.5,294.664285714,309.8,292.7,16.6,82.3714285714,46.22,16.1485714286,11.9714285714,26.7,11.675,34,20,63,1
"453","iq",2000,43,"2000-10-28",0.3673,0.30555,0.45538,0.3258,49.25,299.541428571,301.1,294.708571429,310.2,291.9,23.3,76.9414285714,49.25,16.1957142857,13.4571428571,28,12.4666666667,34.6,20,57.9,0.2748,0.1870571,0.3739429,0.2794714,25.21,299.211428571,301.15,294.007142857,311.8,292.3,9.9,75.54,25.21,15.5285714286,14.9285714286,27.775,12.275,36,21,45.2,0.2235333,0.1339143,0.3498,0.1009167,31.1,298.474285714,300.285714286,294.592857143,309.2,291.9,21.9,81.5228571429,31.1,16.0714285714,13.4857142857,27.6571428571,11.3,34,21,3,0
"454","iq",2000,44,"2000-11-04",0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.821428571,295.274285714,312.2,292.4,20.2,79.4285714286,67.64,16.8685714286,13.3285714286,27.6,12.3333333333,35.5,21.1,7.1,0.3673,0.30555,0.45538,0.3258,49.25,299.541428571,301.1,294.708571429,310.2,291.9,23.3,76.9414285714,49.25,16.1957142857,13.4571428571,28,12.4666666667,34.6,20,57.9,0.2748,0.1870571,0.3739429,0.2794714,25.21,299.211428571,301.15,294.007142857,311.8,292.3,9.9,75.54,25.21,15.5285714286,14.9285714286,27.775,12.275,36,21,45.2,0
"455","iq",2000,45,"2000-11-11",0.2713667,0.1515667,0.34725,0.2318667,51.83,300.748571429,301.807142857,295.28,310.4,294.3,19.2,74.8028571429,51.83,16.8471428571,12.8714285714,28.175,12.25,35.2,21.5,13.5,0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.821428571,295.274285714,312.2,292.4,20.2,79.4285714286,67.64,16.8685714286,13.3285714286,27.6,12.3333333333,35.5,21.1,7.1,0.3673,0.30555,0.45538,0.3258,49.25,299.541428571,301.1,294.708571429,310.2,291.9,23.3,76.9414285714,49.25,16.1957142857,13.4571428571,28,12.4666666667,34.6,20,57.9,0
"456","iq",2000,46,"2000-11-18",0.09993333,0.03586,0.1954857,0.06418333,39.25,301.637142857,302.614285714,294.232857143,311.8,294.2,3.6,67.1857142857,39.25,15.88,13.3714285714,29.025,13.1,36.4,21.7,0,0.2713667,0.1515667,0.34725,0.2318667,51.83,300.748571429,301.807142857,295.28,310.4,294.3,19.2,74.8028571429,51.83,16.8471428571,12.8714285714,28.175,12.25,35.2,21.5,13.5,0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.821428571,295.274285714,312.2,292.4,20.2,79.4285714286,67.64,16.8685714286,13.3285714286,27.6,12.3333333333,35.5,21.1,7.1,0
"457","iq",2000,50,"2000-12-16",0.3387857,0.3168286,0.3503429,0.2977,111.06,298.757142857,300.342857143,294.52,311.4,291.9,48.76,80.4085714286,111.06,16.0985714286,11.9714285714,26.6166666667,9.65,33.8,21,67.2,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.242857143,301.028571429,293.305714286,312.2,292,1.7,68.5571428571,24.53,14.9,15.4571428571,28,12,34,22,0.8,0.2519714,0.2538,0.3235143,0.3191,20.65,299.23,301.264285714,294.717142857,310,293.5,14.5,78.8857142857,20.65,16.2442857143,12.0142857143,27.05,11.575,34.2,21,19,1
"458","iq",2000,51,"2000-12-23",0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.411428571,302,291.092857143,311.2,294.6,5.7,60.6414285714,3.9,13.1885714286,13,28.2,12.2833333333,35,21,0,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.757142857,300.342857143,294.52,311.4,291.9,48.76,80.4085714286,111.06,16.0985714286,11.9714285714,26.6166666667,9.65,33.8,21,67.2,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.242857143,301.028571429,293.305714286,312.2,292,1.7,68.5571428571,24.53,14.9,15.4571428571,28,12,34,22,0.8,0
"459","iq",2001,1,"2001-01-01",0.2547143,0.2285286,0.2505857,0.287,59.11,297.958571429,298.985714286,296.99,305.5,293.2,64.6,94.9557142857,59.11,18.6728571429,6.94285714286,27.3333333333,11,33.3,21.8,38.9,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.411428571,302,291.092857143,311.2,294.6,5.7,60.6414285714,3.9,13.1885714286,13,28.2,12.2833333333,35,21,0,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.757142857,300.342857143,294.52,311.4,291.9,48.76,80.4085714286,111.06,16.0985714286,11.9714285714,26.6166666667,9.65,33.8,21,67.2,0
"460","iq",2001,2,"2001-01-08",0.3021333,0.2035167,0.2674333,0.274,69.85,298.044285714,299.414285714,294.345714286,309.8,292.5,22.98,82.3471428571,69.85,15.8585714286,11.0857142857,27,11.225,33.2,20.7,59.9,0.2547143,0.2285286,0.2505857,0.287,59.11,297.958571429,298.985714286,296.99,305.5,293.2,64.6,94.9557142857,59.11,18.6728571429,6.94285714286,27.3333333333,11,33.3,21.8,38.9,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.411428571,302,291.092857143,311.2,294.6,5.7,60.6414285714,3.9,13.1885714286,13,28.2,12.2833333333,35,21,0,0
"461","iq",2001,3,"2001-01-15",0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.368571429,300.235714286,295.061428571,308.7,294,24.92,84.1757142857,149.71,16.6,11.0142857143,27.05,10.9,33,20.5,52,0.3021333,0.2035167,0.2674333,0.274,69.85,298.044285714,299.414285714,294.345714286,309.8,292.5,22.98,82.3471428571,69.85,15.8585714286,11.0857142857,27,11.225,33.2,20.7,59.9,0.2547143,0.2285286,0.2505857,0.287,59.11,297.958571429,298.985714286,296.99,305.5,293.2,64.6,94.9557142857,59.11,18.6728571429,6.94285714286,27.3333333333,11,33.3,21.8,38.9,0
"462","iq",2001,4,"2001-01-22",0.2376,0.1912667,0.1258571,0.2314429,50.02,295.722857143,296.671428571,294.594285714,301.8,292.3,88.03,94.0571428571,50.02,16.0714285714,5.62857142857,25.7166666667,9.43333333333,31.2,20,166.9,0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.368571429,300.235714286,295.061428571,308.7,294,24.92,84.1757142857,149.71,16.6,11.0142857143,27.05,10.9,33,20.5,52,0.3021333,0.2035167,0.2674333,0.274,69.85,298.044285714,299.414285714,294.345714286,309.8,292.5,22.98,82.3471428571,69.85,15.8585714286,11.0857142857,27,11.225,33.2,20.7,59.9,0
"463","iq",2001,5,"2001-01-29",0.3415,0.2606667,0.3293857,0.3690714,87.18,295.297142857,296.1,294.411428571,302.2,292.2,80.95,95.4071428571,87.18,15.86,5.14285714286,26.4333333333,9.66666666667,33,20,147.8,0.2376,0.1912667,0.1258571,0.2314429,50.02,295.722857143,296.671428571,294.594285714,301.8,292.3,88.03,94.0571428571,50.02,16.0714285714,5.62857142857,25.7166666667,9.43333333333,31.2,20,166.9,0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.368571429,300.235714286,295.061428571,308.7,294,24.92,84.1757142857,149.71,16.6,11.0142857143,27.05,10.9,33,20.5,52,0
"464","iq",2001,6,"2001-02-05",0.2335857,0.161,0.1966143,0.2267,31.93,295.511428571,296.128571429,293.408571429,303.6,292.5,16.4,89.08,31.93,14.9471428571,6.17142857143,27.35,10.025,34.2,21.7,3.3,0.3415,0.2606667,0.3293857,0.3690714,87.18,295.297142857,296.1,294.411428571,302.2,292.2,80.95,95.4071428571,87.18,15.86,5.14285714286,26.4333333333,9.66666666667,33,20,147.8,0.2376,0.1912667,0.1258571,0.2314429,50.02,295.722857143,296.671428571,294.594285714,301.8,292.3,88.03,94.0571428571,50.02,16.0714285714,5.62857142857,25.7166666667,9.43333333333,31.2,20,166.9,0
"465","iq",2001,7,"2001-02-12",0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.492857143,294.438571429,304.4,292.3,37.96,94.8842857143,66.84,15.93,6.04285714286,26.3,8.95,33,21,83.1,0.2335857,0.161,0.1966143,0.2267,31.93,295.511428571,296.128571429,293.408571429,303.6,292.5,16.4,89.08,31.93,14.9471428571,6.17142857143,27.35,10.025,34.2,21.7,3.3,0.3415,0.2606667,0.3293857,0.3690714,87.18,295.297142857,296.1,294.411428571,302.2,292.2,80.95,95.4071428571,87.18,15.86,5.14285714286,26.4333333333,9.66666666667,33,20,147.8,0
"466","iq",2001,8,"2001-02-19",0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.978571429,294.73,304.4,290.6,34.18,92.8428571429,16.17,16.2514285714,7.58571428571,26.9333333333,10,33.2,21,38.1,0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.492857143,294.438571429,304.4,292.3,37.96,94.8842857143,66.84,15.93,6.04285714286,26.3,8.95,33,21,83.1,0.2335857,0.161,0.1966143,0.2267,31.93,295.511428571,296.128571429,293.408571429,303.6,292.5,16.4,89.08,31.93,14.9471428571,6.17142857143,27.35,10.025,34.2,21.7,3.3,0
"467","iq",2001,9,"2001-02-26",0.30764,0.2282167,0.2245,0.2912833,47.14,297.038571429,298.307142857,295.767142857,305.1,293.7,26.96,93.3142857143,47.14,17.3085714286,7.38571428571,26.56,9.48,33.2,20.5,21.1,0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.978571429,294.73,304.4,290.6,34.18,92.8428571429,16.17,16.2514285714,7.58571428571,26.9333333333,10,33.2,21,38.1,0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.492857143,294.438571429,304.4,292.3,37.96,94.8842857143,66.84,15.93,6.04285714286,26.3,8.95,33,21,83.1,0
"468","iq",2001,10,"2001-03-05",0.1820429,0.289,0.2068714,0.2063286,118.07,297.618571429,298.692857143,296.46,305.8,294.8,83.89,94.0928571429,118.07,18.0557142857,6.58571428571,27.2,10.15,33.3,20,87.1,0.30764,0.2282167,0.2245,0.2912833,47.14,297.038571429,298.307142857,295.767142857,305.1,293.7,26.96,93.3142857143,47.14,17.3085714286,7.38571428571,26.56,9.48,33.2,20.5,21.1,0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.978571429,294.73,304.4,290.6,34.18,92.8428571429,16.17,16.2514285714,7.58571428571,26.9333333333,10,33.2,21,38.1,0
"469","iq",2001,11,"2001-03-12",0.2053833,0.1769,0.2063571,0.2041286,74.34,296.79,298.128571429,295.544285714,309.3,292.8,195.2,94.0942857143,74.34,17.0657142857,8.28571428571,27.05,12.1,34.2,20,39.9,0.1820429,0.289,0.2068714,0.2063286,118.07,297.618571429,298.692857143,296.46,305.8,294.8,83.89,94.0928571429,118.07,18.0557142857,6.58571428571,27.2,10.15,33.3,20,87.1,0.30764,0.2282167,0.2245,0.2912833,47.14,297.038571429,298.307142857,295.767142857,305.1,293.7,26.96,93.3142857143,47.14,17.3085714286,7.38571428571,26.56,9.48,33.2,20.5,21.1,0
"470","iq",2001,12,"2001-03-19",0.1883429,0.1950333,0.1635429,0.2841429,90.35,298.701428571,299.75,295.157142857,309.7,293.2,32.6,82.8014285714,90.35,16.7571428571,10.6142857143,27.4333333333,11.4333333333,34.1,20,70.8,0.2053833,0.1769,0.2063571,0.2041286,74.34,296.79,298.128571429,295.544285714,309.3,292.8,195.2,94.0942857143,74.34,17.0657142857,8.28571428571,27.05,12.1,34.2,20,39.9,0.1820429,0.289,0.2068714,0.2063286,118.07,297.618571429,298.692857143,296.46,305.8,294.8,83.89,94.0928571429,118.07,18.0557142857,6.58571428571,27.2,10.15,33.3,20,87.1,0
"471","iq",2001,13,"2001-03-26",0.16238,0.1508167,0.09465714,0.1322571,94.06,296.852857143,297.6,296.078571429,303.2,292.8,304.52,95.9242857143,94.06,17.6685714286,6.2,27.05,10.95,34.2,20,80,0.1883429,0.1950333,0.1635429,0.2841429,90.35,298.701428571,299.75,295.157142857,309.7,293.2,32.6,82.8014285714,90.35,16.7571428571,10.6142857143,27.4333333333,11.4333333333,34.1,20,70.8,0.2053833,0.1769,0.2063571,0.2041286,74.34,296.79,298.128571429,295.544285714,309.3,292.8,195.2,94.0942857143,74.34,17.0657142857,8.28571428571,27.05,12.1,34.2,20,39.9,0
"472","iq",2001,14,"2001-04-02",0.2678143,0.3126429,0.2615,0.2584,86.46,296.305714286,297.828571429,295.695714286,305.5,292.9,91.43,96.7371428571,86.46,17.21,6.65714285714,27.16,10.98,35,20.5,46.2,0.16238,0.1508167,0.09465714,0.1322571,94.06,296.852857143,297.6,296.078571429,303.2,292.8,304.52,95.9242857143,94.06,17.6685714286,6.2,27.05,10.95,34.2,20,80,0.1883429,0.1950333,0.1635429,0.2841429,90.35,298.701428571,299.75,295.157142857,309.7,293.2,32.6,82.8014285714,90.35,16.7571428571,10.6142857143,27.4333333333,11.4333333333,34.1,20,70.8,0
"473","iq",2001,15,"2001-04-09",0.3827571,0.3709714,0.3438857,0.3762714,80.82,297.175714286,298.3,296.13,305.5,292.1,110.1,94.6028571429,80.82,17.6957142857,6.77142857143,26.46,11.66,34,19.5,120.1,0.2678143,0.3126429,0.2615,0.2584,86.46,296.305714286,297.828571429,295.695714286,305.5,292.9,91.43,96.7371428571,86.46,17.21,6.65714285714,27.16,10.98,35,20.5,46.2,0.16238,0.1508167,0.09465714,0.1322571,94.06,296.852857143,297.6,296.078571429,303.2,292.8,304.52,95.9242857143,94.06,17.6685714286,6.2,27.05,10.95,34.2,20,80,0
"474","iq",2001,16,"2001-04-16",0.3125429,0.2822143,0.2621286,0.4074857,77.73,297.062857143,298.15,295.985714286,305.1,292.8,120.32,94.6157142857,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,0.3827571,0.3709714,0.3438857,0.3762714,80.82,297.175714286,298.3,296.13,305.5,292.1,110.1,94.6028571429,80.82,17.6957142857,6.77142857143,26.46,11.66,34,19.5,120.1,0.2678143,0.3126429,0.2615,0.2584,86.46,296.305714286,297.828571429,295.695714286,305.5,292.9,91.43,96.7371428571,86.46,17.21,6.65714285714,27.16,10.98,35,20.5,46.2,1
"475","iq",2001,17,"2001-04-23",0.2456143,0.2148429,0.2733714,0.2288,78.01,297.961428571,299.207142857,295.428571429,307.8,293.2,78.3,88.1485714286,78.01,16.9685714286,10.2428571429,27.6333333333,10.9333333333,34.3,21,14.9,0.3125429,0.2822143,0.2621286,0.4074857,77.73,297.062857143,298.15,295.985714286,305.1,292.8,120.32,94.6157142857,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,0.3827571,0.3709714,0.3438857,0.3762714,80.82,297.175714286,298.3,296.13,305.5,292.1,110.1,94.6028571429,80.82,17.6957142857,6.77142857143,26.46,11.66,34,19.5,120.1,0
